"Fecha","Total de casos","Entidad"
"2021-08-01",342,"AGUASCALIENTES"
"2021-07-28",914,"SONORA"
"2021-07-22",1241,"MICHOACÁN DE OCAMPO"
"2021-08-09",755,"DURANGO"
"2021-07-18",567,"TAMAULIPAS"
"2021-07-26",863,"OAXACA"
"2021-07-31",224,"AGUASCALIENTES"
"2021-07-13",606,"TAMAULIPAS"
"2021-08-07",877,"SONORA"
"2021-08-04",331,"BAJA CALIFORNIA SUR"
"2021-07-30",449,"YUCATÁN"
"2021-08-08",621,"NAYARIT"
"2021-07-12",1161,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-07-05",1106,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-07-20",857,"NAYARIT"
"2021-07-17",1116,"GUANAJUATO"
"2021-07-29",405,"DURANGO"
"2021-07-27",591,"YUCATÁN"
"2021-07-23",696,"OAXACA"
"2021-07-20",296,"CAMPECHE"
"2021-07-26",329,"CAMPECHE"
"2021-07-23",685,"NAYARIT"
"2021-07-10",1098,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-08-09",505,"CHIAPAS"
"2021-08-10",3147,"MÉXICO"
"2021-07-16",1212,"MICHOACÁN DE OCAMPO"
"2021-07-20",855,"OAXACA"
"2021-07-24",439,"CHIAPAS"
"2021-08-10",672,"YUCATÁN"
"2021-07-24",351,"DURANGO"
"2021-08-11",1746,"JALISCO"
"2021-03-29",548,"GUANAJUATO"
"2021-08-11",613,"BAJA CALIFORNIA"
"2021-05-26",406,"GUANAJUATO"
"2021-09-15",1694,"TABASCO"
"2021-09-08",8977,"CIUDAD DE MÉXICO"
"2021-09-11",274,"COLIMA"
"2021-09-07",504,"SONORA"
"2021-09-15",1187,"MORELOS"
"2021-09-14",117,"ZACATECAS"
"2021-09-08",1377,"JALISCO"
"2021-09-11",870,"NUEVO LEÓN"
"2021-09-12",220,"GUERRERO"
"2021-09-06",821,"PUEBLA"
"2021-09-06",962,"COAHUILA DE ZARAGOZA"
"2021-09-11",219,"AGUASCALIENTES"
"2021-09-15",274,"QUINTANA ROO"
"2021-09-05",377,"GUERRERO"
"2021-09-08",294,"BAJA CALIFORNIA"
"2021-09-16",4131,"CIUDAD DE MÉXICO"
"2021-09-16",1192,"JALISCO"
"2021-09-01",752,"YUCATÁN"
"2021-08-31",985,"MICHOACÁN DE OCAMPO"
"2021-08-12",1009,"TAMAULIPAS"
"2021-05-03",230,"MICHOACÁN DE OCAMPO"
"2021-09-09",412,"OAXACA"
"2021-08-26",867,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-09-15",125,"TLAXCALA"
"2021-09-06",696,"QUERÉTARO"
"2021-08-29",1026,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-09-04",1988,"MÉXICO"
"2021-09-06",390,"SINALOA"
"2021-09-09",241,"NAYARIT"
"2021-09-04",642,"YUCATÁN"
"2021-09-15",225,"CHIHUAHUA"
"2021-08-15",286,"CHIHUAHUA"
"2021-09-16",349,"BAJA CALIFORNIA"
"2021-09-17",258,"DURANGO"
"2021-08-30",404,"AGUASCALIENTES"
"2021-08-15",488,"MORELOS"
"2021-09-09",139,"CAMPECHE"
"2021-08-14",2223,"NUEVO LEÓN"
"2021-08-30",530,"COLIMA"
"2021-08-15",591,"QUINTANA ROO"
"2021-09-17",290,"CHIAPAS"
"2021-09-20",2184,"GUANAJUATO"
"2021-09-18",276,"HIDALGO"
"2021-09-18",153,"ZACATECAS"
"2021-09-19",410,"SINALOA"
"2021-08-24",1282,"MORELOS"
"2021-09-19",446,"QUERÉTARO"
"2021-09-19",669,"COAHUILA DE ZARAGOZA"
"2021-09-19",658,"PUEBLA"
"2021-08-24",265,"CHIHUAHUA"
"2021-08-16",960,"GUERRERO"
"2021-05-13",53,"NAYARIT"
"2021-08-17",797,"SONORA"
"2020-06-18",148,"HIDALGO"
"2020-06-15",945,"PUEBLA"
"2020-06-19",176,"CAMPECHE"
"2020-06-19",95,"NAYARIT"
"2020-06-18",571,"TAMAULIPAS"
"2020-06-19",184,"OAXACA"
"2020-05-15",189,"CHIHUAHUA"
"2020-06-17",112,"HIDALGO"
"2020-06-17",558,"TAMAULIPAS"
"2020-06-16",396,"SONORA"
"2020-06-18",51,"ZACATECAS"
"2020-06-08",431,"MICHOACÁN DE OCAMPO"
"2020-06-22",408,"MICHOACÁN DE OCAMPO"
"2020-06-11",79,"CHIHUAHUA"
"2020-06-20",162,"HIDALGO"
"2020-06-10",258,"GUERRERO"
"2020-04-06",37,"CHIAPAS"
"2020-06-12",185,"GUERRERO"
"2020-06-04",96,"CHIHUAHUA"
"2020-06-03",437,"JALISCO"
"2020-05-19",209,"CHIAPAS"
"2020-05-15",130,"MORELOS"
"2020-06-03",301,"BAJA CALIFORNIA"
"2020-06-14",685,"GUANAJUATO"
"2020-06-03",2176,"CIUDAD DE MÉXICO"
"2020-06-11",109,"QUINTANA ROO"
"2020-06-09",593,"NUEVO LEÓN"
"2020-06-11",115,"TLAXCALA"
"2020-05-29",2099,"CIUDAD DE MÉXICO"
"2020-05-01",51,"TLAXCALA"
"2020-05-03",1540,"CIUDAD DE MÉXICO"
"2020-06-06",331,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-05-12",218,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-06-24",483,"SONORA"
"2020-06-04",98,"MORELOS"
"2020-05-22",215,"CHIAPAS"
"2020-05-16",317,"SONORA"
"2020-05-25",439,"PUEBLA"
"2020-06-25",631,"GUANAJUATO"
"2020-06-04",111,"TLAXCALA"
"2020-04-20",184,"CHIHUAHUA"
"2020-05-29",298,"BAJA CALIFORNIA"
"2020-04-16",115,"CHIHUAHUA"
"2020-05-18",1176,"MÉXICO"
"2020-04-29",1282,"CIUDAD DE MÉXICO"
"2020-06-15",97,"QUERÉTARO"
"2020-05-30",257,"SINALOA"
"2020-06-26",613,"COAHUILA DE ZARAGOZA"
"2020-06-26",740,"PUEBLA"
"2020-06-26",79,"QUERÉTARO"
"2020-05-25",319,"SINALOA"
"2020-06-26",323,"SINALOA"
"2020-05-04",99,"CHIAPAS"
"2020-03-24",27,"CHIAPAS"
"2020-06-27",99,"ZACATECAS"
"2020-06-29",2613,"CIUDAD DE MÉXICO"
"2020-06-28",839,"GUANAJUATO"
"2020-06-29",520,"JALISCO"
"2020-03-13",14,"CHIAPAS"
"2020-03-08",15,"CHIAPAS"
"2020-06-29",350,"BAJA CALIFORNIA"
"2020-06-30",621,"COAHUILA DE ZARAGOZA"
"2020-06-30",304,"SINALOA"
"2020-06-30",85,"QUERÉTARO"
"2020-03-11",15,"CHIAPAS"
"2020-03-15",14,"CHIAPAS"
"2020-07-01",3922,"CIUDAD DE MÉXICO"
"2020-07-01",653,"JALISCO"
"2020-04-04",32,"CHIAPAS"
"2020-04-30",120,"PUEBLA"
"2020-05-02",113,"PUEBLA"
"2020-04-27",56,"CHIAPAS"
"2020-05-17",141,"GUERRERO"
"2020-07-02",204,"TLAXCALA"
"2020-05-30",479,"COAHUILA DE ZARAGOZA"
"2020-07-02",639,"TABASCO"
"2020-07-02",164,"QUINTANA ROO"
"2020-05-21",313,"NUEVO LEÓN"
"2020-07-02",144,"CHIHUAHUA"
"2020-10-06",216,"BAJA CALIFORNIA SUR"
"2020-07-29",172,"OAXACA"
"2020-09-28",3623,"CIUDAD DE MÉXICO"
"2020-10-03",196,"ZACATECAS"
"2020-10-08",340,"TAMAULIPAS"
"2020-10-02",202,"YUCATÁN"
"2020-10-01",307,"GUERRERO"
"2020-09-26",260,"SONORA"
"2020-10-03",283,"TAMAULIPAS"
"2020-09-28",331,"BAJA CALIFORNIA"
"2020-09-29",777,"MÉXICO"
"2020-10-05",106,"COLIMA"
"2020-09-23",262,"SONORA"
"2020-09-27",246,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-09-07",572,"SAN LUIS POTOSÍ"
"2020-10-08",150,"HIDALGO"
"2020-09-20",3940,"CIUDAD DE MÉXICO"
"2020-04-05",585,"CIUDAD DE MÉXICO"
"2020-08-27",3671,"CIUDAD DE MÉXICO"
"2020-09-24",196,"GUERRERO"
"2020-10-09",235,"MICHOACÁN DE OCAMPO"
"2020-03-12",36,"MÉXICO"
"2020-08-31",540,"SAN LUIS POTOSÍ"
"2020-08-24",224,"CHIHUAHUA"
"2020-08-22",192,"SINALOA"
"2020-04-12",867,"CIUDAD DE MÉXICO"
"2020-10-10",523,"MÉXICO"
"2020-08-07",1106,"MÉXICO"
"2020-10-10",207,"YUCATÁN"
"2020-10-11",425,"JALISCO"
"2020-09-29",281,"YUCATÁN"
"2020-10-12",4683,"CIUDAD DE MÉXICO"
"2020-10-11",268,"BAJA CALIFORNIA"
"2020-10-12",615,"JALISCO"
"2020-10-12",388,"BAJA CALIFORNIA"
"2020-09-09",357,"COAHUILA DE ZARAGOZA"
"2020-09-12",858,"MÉXICO"
"2020-07-17",79,"MORELOS"
"2020-09-10",722,"NUEVO LEÓN"
"2020-12-10",21168,"CIUDAD DE MÉXICO"
"2020-08-16",2030,"CIUDAD DE MÉXICO"
"2020-07-24",531,"COAHUILA DE ZARAGOZA"
"2020-09-22",400,"PUEBLA"
"2020-08-02",529,"COAHUILA DE ZARAGOZA"
"2020-09-22",208,"QUERÉTARO"
"2020-09-18",757,"GUANAJUATO"
"2020-10-13",252,"BAJA CALIFORNIA SUR"
"2020-09-05",300,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-08-22",423,"PUEBLA"
"2020-09-08",73,"NAYARIT"
"2020-08-17",1365,"MÉXICO"
"2020-08-31",131,"CHIAPAS"
"2020-10-15",385,"DURANGO"
"2020-10-16",243,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-10-17",185,"OAXACA"
"2020-10-17",38,"CAMPECHE"
"2020-10-18",934,"NUEVO LEÓN"
"2020-10-19",6263,"CIUDAD DE MÉXICO"
"2020-10-19",583,"JALISCO"
"2022-07-28",378,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-01-22",1543,"MÉXICO"
"2021-01-16",167,"QUINTANA ROO"
"2021-06-27",701,"YUCATÁN"
"2021-06-28",296,"MICHOACÁN DE OCAMPO"
"2021-06-24",319,"JALISCO"
"2021-06-12",198,"TLAXCALA"
"2021-06-16",74,"DURANGO"
"2021-06-13",96,"TLAXCALA"
"2021-05-18",922,"MÉXICO"
"2021-06-30",545,"TAMAULIPAS"
"2021-04-07",497,"JALISCO"
"2021-08-08",381,"CAMPECHE"
"2021-08-05",582,"DURANGO"
"2021-07-09",554,"MICHOACÁN DE OCAMPO"
"2021-07-15",16191,"CIUDAD DE MÉXICO"
"2021-07-26",745,"NAYARIT"
"2021-07-15",1441,"JALISCO"
"2021-07-21",863,"MICHOACÁN DE OCAMPO"
"2021-07-11",659,"OAXACA"
"2021-07-18",524,"HIDALGO"
"2021-09-14",568,"TAMAULIPAS"
"2021-08-22",900,"SONORA"
"2021-09-17",766,"SAN LUIS POTOSÍ"
"2021-09-18",624,"TAMAULIPAS"
"2021-08-27",713,"SONORA"
"2020-06-20",740,"TAMAULIPAS"
"2020-06-20",94,"ZACATECAS"
"2020-06-21",104,"BAJA CALIFORNIA SUR"
"2020-06-15",554,"COAHUILA DE ZARAGOZA"
"2020-06-15",467,"SINALOA"
"2020-06-11",428,"TABASCO"
"2020-05-27",62,"QUERÉTARO"
"2020-04-13",1090,"CIUDAD DE MÉXICO"
"2020-06-27",554,"TAMAULIPAS"
"2020-06-27",114,"HIDALGO"
"2020-06-30",737,"PUEBLA"
"2020-06-02",331,"MICHOACÁN DE OCAMPO"
"2020-05-29",471,"JALISCO"
"2020-04-25",72,"CHIAPAS"
"2020-07-01",429,"BAJA CALIFORNIA"
"2020-05-30",365,"PUEBLA"
"2020-09-28",597,"JALISCO"
"2020-10-07",578,"GUANAJUATO"
"2020-10-03",152,"HIDALGO"
"2020-09-22",399,"COAHUILA DE ZARAGOZA"
"2020-10-05",293,"AGUASCALIENTES"
"2020-10-08",181,"ZACATECAS"
"2020-09-15",408,"MICHOACÁN DE OCAMPO"
"2020-10-11",2566,"CIUDAD DE MÉXICO"
"2020-08-09",1908,"CIUDAD DE MÉXICO"
"2020-10-14",322,"QUERÉTARO"
"2020-09-07",70,"CHIAPAS"
"2020-07-04",257,"OAXACA"
"2020-10-15",430,"SAN LUIS POTOSÍ"
"2020-10-15",96,"CHIAPAS"
"2020-10-17",69,"NAYARIT"
"2020-10-18",84,"COLIMA"
"2020-10-18",283,"AGUASCALIENTES"
"2022-02-09",909,"SAN LUIS POTOSÍ"
"2022-08-04",213,"SONORA"
"2022-03-22",193,"BAJA CALIFORNIA SUR"
"2021-01-11",1791,"NUEVO LEÓN"
"2021-06-13",111,"MORELOS"
"2021-06-30",109,"ZACATECAS"
"2021-06-01",182,"AGUASCALIENTES"
"2021-08-09",2296,"SAN LUIS POTOSÍ"
"2021-07-13",375,"HIDALGO"
"2021-07-07",526,"TAMAULIPAS"
"2020-05-28",408,"NUEVO LEÓN"
"2020-09-17",611,"GUANAJUATO"
"2020-10-25",4685,"CIUDAD DE MÉXICO"
"2020-10-14",491,"COAHUILA DE ZARAGOZA"
"2020-10-14",190,"SINALOA"
"2021-02-03",204,"CHIHUAHUA"
"2021-09-14",213,"HIDALGO"
"2021-08-30",1961,"NUEVO LEÓN"
"2020-10-02",481,"MÉXICO"
"2020-10-05",1063,"NUEVO LEÓN"
"2020-08-20",5283,"CIUDAD DE MÉXICO"
"2021-06-24",7641,"CIUDAD DE MÉXICO"
"2020-09-22",213,"SINALOA"
"2020-09-20",290,"BAJA CALIFORNIA"
"2021-09-01",3832,"MÉXICO"
"2020-06-17",53,"ZACATECAS"
"2020-06-11",101,"MORELOS"
"2020-10-14",360,"PUEBLA"
"2021-07-29",382,"CHIAPAS"
"2022-01-09",313,"TLAXCALA"
"2022-05-08",1509,"CIUDAD DE MÉXICO"
"2022-05-13",88,"QUERÉTARO"
"2022-05-11",141,"GUANAJUATO"
"2022-05-10",312,"SAN LUIS POTOSÍ"
"2022-05-05",317,"SINALOA"
"2022-05-01",1937,"CIUDAD DE MÉXICO"
"2022-05-15",108,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-12",128,"YUCATÁN"
"2022-05-12",255,"MÉXICO"
"2022-05-14",124,"BAJA CALIFORNIA"
"2022-04-29",80,"AGUASCALIENTES"
"2022-05-03",171,"AGUASCALIENTES"
"2022-05-10",71,"DURANGO"
"2022-05-08",137,"BAJA CALIFORNIA"
"2022-05-16",42,"NAYARIT"
"2022-05-01",170,"JALISCO"
"2022-05-05",61,"COAHUILA DE ZARAGOZA"
"2022-02-22",198,"TAMAULIPAS"
"2022-03-10",353,"MÉXICO"
"2022-05-01",152,"BAJA CALIFORNIA"
"2022-05-05",65,"QUERÉTARO"
"2022-03-07",536,"SAN LUIS POTOSÍ"
"2022-05-18",53,"MICHOACÁN DE OCAMPO"
"2022-04-28",106,"TAMAULIPAS"
"2022-04-20",329,"SAN LUIS POTOSÍ"
"2022-05-19",199,"GUANAJUATO"
"2022-04-22",187,"MÉXICO"
"2022-04-25",126,"TAMAULIPAS"
"2022-03-31",315,"MÉXICO"
"2022-04-30",42,"CHIHUAHUA"
"2022-04-16",84,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-20",95,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-02-18",308,"BAJA CALIFORNIA SUR"
"2022-02-20",365,"BAJA CALIFORNIA SUR"
"2022-02-15",389,"OAXACA"
"2022-05-22",122,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-23",71,"DURANGO"
"2022-05-06",21,"GUERRERO"
"2022-05-23",100,"CHIAPAS"
"2022-03-23",98,"OAXACA"
"2022-05-27",30,"GUERRERO"
"2022-01-28",523,"BAJA CALIFORNIA"
"2022-04-21",88,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-01-14",857,"COLIMA"
"2022-05-31",412,"SAN LUIS POTOSÍ"
"2022-05-31",52,"DURANGO"
"2022-07-10",1716,"SINALOA"
"2022-07-12",438,"DURANGO"
"2022-07-03",945,"SONORA"
"2022-07-07",647,"YUCATÁN"
"2022-07-06",416,"AGUASCALIENTES"
"2022-06-29",258,"AGUASCALIENTES"
"2022-07-09",730,"BAJA CALIFORNIA"
"2022-06-18",407,"OAXACA"
"2022-07-01",819,"SONORA"
"2022-06-26",854,"COAHUILA DE ZARAGOZA"
"2022-06-23",344,"CHIHUAHUA"
"2022-06-30",787,"TAMAULIPAS"
"2022-06-05",707,"NUEVO LEÓN"
"2022-06-30",441,"HIDALGO"
"2022-06-25",246,"AGUASCALIENTES"
"2022-06-24",410,"OAXACA"
"2022-06-20",1310,"SAN LUIS POTOSÍ"
"2022-06-29",1852,"NUEVO LEÓN"
"2022-06-25",1194,"NUEVO LEÓN"
"2022-06-22",767,"GUANAJUATO"
"2022-06-26",831,"PUEBLA"
"2022-02-15",112,"CAMPECHE"
"2022-06-28",393,"GUERRERO"
"2021-01-24",150,"NAYARIT"
"2021-01-24",102,"CAMPECHE"
"2021-01-06",527,"MICHOACÁN DE OCAMPO"
"2021-06-15",106,"GUERRERO"
"2021-06-13",840,"TABASCO"
"2021-06-11",88,"QUERÉTARO"
"2021-06-11",271,"SINALOA"
"2021-05-07",5284,"CIUDAD DE MÉXICO"
"2021-06-09",518,"BAJA CALIFORNIA SUR"
"2021-05-18",363,"YUCATÁN"
"2021-06-06",632,"YUCATÁN"
"2021-03-22",192,"DURANGO"
"2021-06-03",97,"GUERRERO"
"2021-03-10",910,"MÉXICO"
"2021-05-15",163,"QUERÉTARO"
"2021-05-20",236,"BAJA CALIFORNIA SUR"
"2021-02-12",207,"OAXACA"
"2021-02-20",1111,"GUANAJUATO"
"2021-03-27",409,"JALISCO"
"2021-07-18",252,"ZACATECAS"
"2021-07-06",452,"COAHUILA DE ZARAGOZA"
"2021-07-15",265,"BAJA CALIFORNIA"
"2021-07-13",159,"ZACATECAS"
"2021-07-03",474,"GUANAJUATO"
"2021-07-11",264,"CAMPECHE"
"2021-07-11",267,"NAYARIT"
"2021-05-27",315,"MICHOACÁN DE OCAMPO"
"2021-07-06",291,"QUERÉTARO"
"2021-05-15",180,"SINALOA"
"2021-05-16",101,"HIDALGO"
"2021-07-06",341,"PUEBLA"
"2021-08-18",867,"SONORA"
"2021-09-22",273,"COLIMA"
"2021-05-01",594,"GUANAJUATO"
"2021-08-15",2257,"TABASCO"
"2021-09-24",737,"TAMAULIPAS"
"2021-09-24",216,"HIDALGO"
"2021-09-25",316,"OAXACA"
"2020-05-10",151,"TAMAULIPAS"
"2020-05-01",229,"TABASCO"
"2020-05-09",112,"GUERRERO"
"2020-05-07",28,"BAJA CALIFORNIA SUR"
"2020-05-02",95,"COAHUILA DE ZARAGOZA"
"2020-05-06",139,"SONORA"
"2020-05-10",101,"HIDALGO"
"2020-04-04",42,"SAN LUIS POTOSÍ"
"2020-04-30",147,"COAHUILA DE ZARAGOZA"
"2020-04-29",174,"BAJA CALIFORNIA"
"2020-05-13",249,"PUEBLA"
"2020-05-04",82,"SAN LUIS POTOSÍ"
"2020-05-13",200,"COAHUILA DE ZARAGOZA"
"2020-05-04",35,"DURANGO"
"2020-04-06",57,"SAN LUIS POTOSÍ"
"2020-05-13",143,"SINALOA"
"2020-04-26",69,"SONORA"
"2020-04-20",114,"QUINTANA ROO"
"2020-08-03",892,"GUANAJUATO"
"2020-05-15",105,"TLAXCALA"
"2020-08-30",874,"GUANAJUATO"
"2020-05-15",379,"TABASCO"
"2020-05-15",68,"QUINTANA ROO"
"2020-04-17",457,"MÉXICO"
"2020-04-23",471,"MÉXICO"
"2020-05-02",28,"QUERÉTARO"
"2020-05-18",138,"YUCATÁN"
"2020-05-19",124,"SAN LUIS POTOSÍ"
"2020-05-19",67,"DURANGO"
"2020-05-20",369,"SONORA"
"2020-05-21",90,"AGUASCALIENTES"
"2020-04-25",48,"SAN LUIS POTOSÍ"
"2020-04-29",150,"JALISCO"
"2020-05-21",17,"COLIMA"
"2020-05-22",135,"SAN LUIS POTOSÍ"
"2020-05-22",47,"DURANGO"
"2020-02-07",23,"QUERÉTARO"
"2020-05-24",144,"OAXACA"
"2020-05-24",67,"CAMPECHE"
"2020-05-24",58,"NAYARIT"
"2020-05-23",176,"GUERRERO"
"2020-12-03",14943,"CIUDAD DE MÉXICO"
"2020-04-13",442,"BAJA CALIFORNIA"
"2020-04-12",371,"BAJA CALIFORNIA"
"2020-05-26",209,"GUERRERO"
"2020-04-02",43,"TAMAULIPAS"
"2020-03-18",91,"NUEVO LEÓN"
"2020-05-27",218,"COAHUILA DE ZARAGOZA"
"2020-11-01",625,"BAJA CALIFORNIA SUR"
"2020-10-30",383,"TAMAULIPAS"
"2020-10-31",286,"BAJA CALIFORNIA"
"2020-10-31",484,"JALISCO"
"2020-10-29",323,"DURANGO"
"2020-11-03",916,"NUEVO LEÓN"
"2020-10-29",342,"SAN LUIS POTOSÍ"
"2020-10-26",1013,"GUANAJUATO"
"2020-10-28",96,"CHIAPAS"
"2020-10-28",365,"SAN LUIS POTOSÍ"
"2020-11-02",160,"OAXACA"
"2020-10-19",358,"BAJA CALIFORNIA"
"2020-10-25",319,"BAJA CALIFORNIA"
"2020-11-03",79,"COLIMA"
"2020-10-29",59,"CHIAPAS"
"2020-10-20",594,"PUEBLA"
"2020-10-21",59,"NAYARIT"
"2020-10-23",381,"QUERÉTARO"
"2020-10-20",289,"SINALOA"
"2020-10-23",351,"PUEBLA"
"2020-11-06",81,"QUINTANA ROO"
"2020-08-22",429,"COAHUILA DE ZARAGOZA"
"2020-11-07",858,"GUANAJUATO"
"2020-07-13",121,"NAYARIT"
"2020-11-06",69,"MORELOS"
"2020-07-20",246,"OAXACA"
"2020-09-09",384,"PUEBLA"
"2020-11-10",408,"AGUASCALIENTES"
"2020-07-19",103,"MORELOS"
"2020-11-11",62,"CAMPECHE"
"2020-11-12",349,"YUCATÁN"
"2022-05-13",372,"SINALOA"
"2022-05-13",69,"COAHUILA DE ZARAGOZA"
"2022-05-05",98,"PUEBLA"
"2022-05-03",228,"NUEVO LEÓN"
"2022-05-04",143,"GUANAJUATO"
"2022-05-21",246,"GUANAJUATO"
"2022-04-30",23,"TLAXCALA"
"2022-05-23",414,"SAN LUIS POTOSÍ"
"2022-07-13",374,"DURANGO"
"2022-07-12",323,"CHIAPAS"
"2022-07-04",1085,"SONORA"
"2022-06-11",321,"TAMAULIPAS"
"2022-06-18",123,"CAMPECHE"
"2022-06-23",329,"MORELOS"
"2022-06-26",683,"QUERÉTARO"
"2021-10-21",5310,"CIUDAD DE MÉXICO"
"2021-06-12",927,"TABASCO"
"2021-05-12",239,"SONORA"
"2021-04-23",138,"DURANGO"
"2021-04-24",428,"SAN LUIS POTOSÍ"
"2021-04-21",420,"JALISCO"
"2021-05-21",390,"GUANAJUATO"
"2021-07-06",1023,"SINALOA"
"2021-07-23",273,"CAMPECHE"
"2021-08-23",923,"SONORA"
"2021-09-22",799,"NUEVO LEÓN"
"2021-08-14",668,"COLIMA"
"2021-09-24",137,"ZACATECAS"
"2020-04-30",187,"SINALOA"
"2020-05-01",61,"QUINTANA ROO"
"2020-05-03",179,"JALISCO"
"2020-04-27",72,"SAN LUIS POTOSÍ"
"2020-05-01",88,"MORELOS"
"2020-05-13",54,"QUERÉTARO"
"2020-04-17",87,"YUCATÁN"
"2020-04-22",28,"OAXACA"
"2020-05-27",376,"PUEBLA"
"2020-05-27",237,"SINALOA"
"2020-10-30",322,"ZACATECAS"
"2020-10-28",460,"DURANGO"
"2020-10-20",972,"COAHUILA DE ZARAGOZA"
"2020-11-03",514,"AGUASCALIENTES"
"2020-11-02",49,"CAMPECHE"
"2020-10-20",570,"QUERÉTARO"
"2020-11-05",277,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-08-19",2887,"CIUDAD DE MÉXICO"
"2020-11-10",1213,"NUEVO LEÓN"
"2020-11-10",53,"COLIMA"
"2020-11-12",556,"MÉXICO"
"2022-05-14",1846,"CIUDAD DE MÉXICO"
"2022-05-13",119,"PUEBLA"
"2022-05-16",118,"OAXACA"
"2022-03-27",469,"MÉXICO"
"2022-04-20",71,"DURANGO"
"2022-03-30",156,"COAHUILA DE ZARAGOZA"
"2022-05-26",98,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-29",403,"GUANAJUATO"
"2022-07-11",1501,"COAHUILA DE ZARAGOZA"
"2022-06-24",241,"NAYARIT"
"2021-06-13",293,"QUINTANA ROO"
"2021-02-17",166,"OAXACA"
"2021-07-07",276,"HIDALGO"
"2021-05-08",411,"GUANAJUATO"
"2020-05-02",120,"SINALOA"
"2020-04-11",84,"CHIHUAHUA"
"2020-05-05",77,"GUERRERO"
"2020-05-10",68,"ZACATECAS"
"2020-05-14",214,"MICHOACÁN DE OCAMPO"
"2020-05-25",325,"COAHUILA DE ZARAGOZA"
"2020-10-25",567,"JALISCO"
"2020-10-23",593,"COAHUILA DE ZARAGOZA"
"2020-08-19",382,"JALISCO"
"2020-10-23",231,"SINALOA"
"2020-11-06",112,"TLAXCALA"
"2022-04-29",137,"NUEVO LEÓN"
"2022-05-24",61,"COLIMA"
"2022-03-01",172,"MICHOACÁN DE OCAMPO"
"2022-05-30",170,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-02-16",177,"BAJA CALIFORNIA"
"2022-07-02",874,"TAMAULIPAS"
"2021-09-22",269,"AGUASCALIENTES"
"2021-09-23",598,"MICHOACÁN DE OCAMPO"
"2020-05-25",110,"QUERÉTARO"
"2020-10-30",170,"HIDALGO"
"2020-11-02",47,"NAYARIT"
"2020-07-02",70,"MORELOS"
"2020-11-06",484,"CHIHUAHUA"
"2020-11-11",43,"NAYARIT"
"2020-05-03",227,"BAJA CALIFORNIA"
"2020-05-01",211,"CHIHUAHUA"
"2020-05-11",349,"GUANAJUATO"
"2020-11-06",329,"TABASCO"
"2022-05-10",95,"CHIAPAS"
"2022-04-11",61,"HIDALGO"
"2022-05-24",213,"AGUASCALIENTES"
"2021-05-29",335,"GUANAJUATO"
"2021-07-04",119,"AGUASCALIENTES"
"2020-11-09",444,"SONORA"
"2022-05-16",53,"CAMPECHE"
"2022-06-06",426,"TAMAULIPAS"
"2022-04-14",50,"QUERÉTARO"
"2021-02-16",612,"NUEVO LEÓN"
"2020-11-11",122,"OAXACA"
"2022-07-06",401,"COLIMA"
"2022-07-13",379,"CHIAPAS"
"2020-10-31",3089,"CIUDAD DE MÉXICO"
"2020-05-28",106,"AGUASCALIENTES"
"2020-10-27",787,"GUANAJUATO"
"2022-05-24",470,"NUEVO LEÓN"
"2022-01-25",424,"QUINTANA ROO"
"2022-01-22",710,"NAYARIT"
"2022-06-06",83,"ZACATECAS"
"2022-05-31",109,"CHIAPAS"
"2022-06-05",74,"COLIMA"
"2022-06-13",89,"ZACATECAS"
"2022-06-11",72,"ZACATECAS"
"2022-03-28",104,"MORELOS"
"2022-04-12",28,"GUERRERO"
"2022-03-30",183,"PUEBLA"
"2022-06-17",127,"DURANGO"
"2022-04-17",177,"NUEVO LEÓN"
"2022-03-29",411,"SAN LUIS POTOSÍ"
"2022-07-21",472,"TABASCO"
"2022-07-21",358,"TLAXCALA"
"2022-07-20",273,"COLIMA"
"2022-06-17",210,"CHIAPAS"
"2021-01-11",154,"COLIMA"
"2021-01-09",374,"SINALOA"
"2021-02-09",231,"CHIAPAS"
"2021-01-02",477,"YUCATÁN"
"2021-04-12",254,"GUERRERO"
"2021-04-13",589,"NUEVO LEÓN"
"2021-04-11",319,"YUCATÁN"
"2021-04-14",98,"CAMPECHE"
"2021-04-14",76,"NAYARIT"
"2021-04-14",117,"OAXACA"
"2021-03-30",315,"CHIHUAHUA"
